X,Y
63.160415137911954,71.93806153704274
80.36984173857418,84.00255814929555
78.79290827777552,74.34787484972433
80.80934835785034,85.02878974811836
91.79959260242141,81.66714866114067
83.32930235152222,81.73993506527033
75.39273266261137,80.37168843700513
100.81598498678638,91.38807612273041
78.93370889844998,79.79695927588133
78.05665763945827,82.75441621248025
85.33672390157754,86.7636463428016
78.59018136346783,81.03102261457353
72.46766732576901,70.2947818246315
72.85313472617429,73.02287961299277
70.88709728632593,81.16548148933614
82.09565328387845,83.69562720731865
80.90247784049615,91.95650574414208
64.6360539608845,69.83979893039678
63.157546706439206,64.24568003791057
67.61700683389967,68.95617411721095
84.6812711725572,80.64877051515047
85.99013799948811,86.30725813353757
77.32867267246954,71.22908149981569
85.94691222790325,84.05977563599028
77.84188149547319,79.64039567342937
77.3344169259415,78.01777536865717
87.78589927516846,80.01786656565719
69.52216459536605,60.74669803303446
80.54637231124269,65.31843604936115
65.3092815881233,76.35617642162768
84.79515361196331,84.66089610054176
87.47182547672726,87.61571762465987
78.55186554038507,81.33437667944868
67.92698231083064,60.0920147545305
76.3878843775255,83.169616487943
100.09392337243872,83.59476271476052
74.95612992492366,81.26569562995503
85.18565385530212,88.56804129746976
97.71744347108303,99.13630081976034
73.96107999205094,82.74626927168465
91.85514745572674,93.04822422644628
66.50211091240027,75.26164883757667
78.29913388068162,82.45264730384214
81.10666055067686,92.80859355770298
79.85350730199185,69.62339153090122
90.5443276131279,74.11776192768406
76.92851962022912,68.77819688793512
73.07107317413809,68.91972455265585
60.96067555207834,65.68357532608209
87.16646426819439,85.5739724150251
82.02257358903876,82.08554622798296
74.3714417259695,82.09869294585576
92.32390479614698,88.91767610467839
94.00356841516096,76.35043404560459
65.73362555218719,77.34583215267045
87.15507696826063,89.56377389836297
58.56026876103761,61.37582908001799
79.2504042095624,72.5309880177934
79.44277879763496,79.34140621701485
82.34189153331565,81.91910054808392
94.88613454148528,90.99089446979781
87.88139396604736,77.53785759459801
80.83566636769834,76.31653347833422
79.56450425881799,88.70166120462122
93.27676677411387,101.11476940195936
74.83491325390676,78.7041131868432
78.1538980199458,78.69759690187142
84.83744863459785,108.9965648627354
92.67759836593675,82.86866842786509
73.72769824496521,72.00526514172006
84.04237094305523,92.30341441588784
77.63140681543392,75.04118339395316
75.13995232359767,94.51652789686155
84.96425031017273,78.1637686709362
80.11190851901391,67.18875240914342
72.8235788485089,69.48211111692433
56.60394607164766,54.9811222882544
61.579707078748996,58.88591520269986
75.17145348313231,77.08586772545874
65.52773275689887,78.76617291383543
77.73674253091285,94.86524141036539
75.3394110796819,78.77727272526514
63.7043194738724,76.38652310641389
93.53522734281478,91.70397553471823
89.52070968308489,84.17206084837062
86.75330446729757,89.62628257775047
84.70074605616601,88.36703038160135
81.29746662308241,75.96619967224618
87.38237077482516,86.60186855157764
98.37068804419509,100.85901055948024
92.23708909832928,79.57969671005284
88.55248572254078,91.17304700559035
77.18031186991101,66.91247064883767
107.06617908746293,99.9157244657676
88.21169668016014,82.29994140516268
74.0460635846855,72.02249283847524
80.83126256243688,79.21066554765456
89.70648769140391,101.70271821444285
96.5859001912825,96.15576545843166
76.39362156365146,76.33419601811526
